problem,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
Prob033_ece241_2014_q1c,4,1023,5306,5215,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396718-e1pkFALt6ZorOQMWRLXO
Prob033_ece241_2014_q1c,3,1023,4785,4698,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396619-2qDFzJg0QqaWJMaTRzQN
Prob033_ece241_2014_q1c,6,1023,6386,6297,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396927-ThC3ZExJ6XLng25kwjAi
Prob033_ece241_2014_q1c,2,1023,5139,5052,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760396492-iLolACU5otzO3yb91elF
Prob033_ece241_2014_q1c,8,1023,1906,1823,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397094-pEkxKUdroBtv24te6tXO
Prob033_ece241_2014_q1c,7,1023,2193,2106,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397051-jZE7t7sYrjJh7p6TFR0M
Prob033_ece241_2014_q1c,1,1023,967,880,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397189-GefjxoGxcsNwAO53UjkX
Prob033_ece241_2014_q1c,9,1023,2795,2704,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397131-TomhcBfvlTB66w2XElLB
Prob104_mt2015_muxdff,1,1159,1622,1538,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_1.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397241-D92Ufh0Qs842lOIcVM0u
Prob104_mt2015_muxdff,0,1159,1571,1502,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_0.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397210-KovvZVfnpyd4Ifi6VIyo
Prob104_mt2015_muxdff,2,1159,1930,1850,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_2.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397272-jSNNjoyk1OgmYBsEJ4xE
Prob104_mt2015_muxdff,8,1159,1810,1732,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_8.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397531-pPCY5Z57MYZGKUKyjtSX
Prob104_mt2015_muxdff,5,1159,1995,1906,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_5.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397413-OSaB1LfesmKMsEzanXUI
Prob104_mt2015_muxdff,4,1159,2399,2317,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_4.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397365-uqCLZnme7sPvLEkucWph
Prob104_mt2015_muxdff,3,1159,2078,1994,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_3.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397319-RaBOngG8sDMkDSjrGEKG
Prob104_mt2015_muxdff,9,1159,1244,1170,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_9.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397575-eS6MU2DPAKlT3QORt7G4
Prob104_mt2015_muxdff,6,1159,1325,1249,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_6.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397456-ivXU9afJIwlaFH6qrHv8
Prob104_mt2015_muxdff,7,1159,1970,1894,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob104_mt2015_muxdff\Prob104_mt2015_muxdff_gen_7.sv,x-ai/grok-4,stop,fp_19e21a36c0,gen-1760397483-y9krelTZ8zC1oKiwJUwg
